"date","open","high","low","close","volume","adjClose","symbol"
"2014-05-08T00:00:00.000Z",52.69,53.09,51.96,52.15,4092100,51.37,"ABBV"
"2014-05-09T00:00:00.000Z",52.07,52.35,51.08,52.26,5012500,51.48,"ABBV"
"2014-05-12T00:00:00.000Z",52.36,52.56,52.22,52.37,3626400,51.59,"ABBV"
"2014-05-13T00:00:00.000Z",52.45,52.5,51.92,52.2,4145200,51.42,"ABBV"
"2014-05-14T00:00:00.000Z",52.23,53,52.08,52.87,4878400,52.08,"ABBV"
"2014-05-15T00:00:00.000Z",52.96,53.07,52.42,52.69,6963800,51.91,"ABBV"
"2014-05-16T00:00:00.000Z",52.65,52.97,52.41,52.93,5826200,52.14,"ABBV"
"2014-05-19T00:00:00.000Z",52.84,54.21,52.71,54.11,6010500,53.3,"ABBV"
"2014-05-20T00:00:00.000Z",53.86,53.93,53.31,53.54,5021200,52.74,"ABBV"
"2014-05-21T00:00:00.000Z",53.5,53.84,53.1,53.27,4088000,52.48,"ABBV"
"2014-05-22T00:00:00.000Z",53.29,54.34,52.94,53.63,4486400,52.83,"ABBV"
"2014-05-23T00:00:00.000Z",53.94,54.38,53.84,53.95,3023500,53.15,"ABBV"
"2014-05-27T00:00:00.000Z",54.2,54.2,53.78,53.99,3816300,53.19,"ABBV"
"2014-05-28T00:00:00.000Z",53.96,54.61,53.82,54.07,4108300,53.27,"ABBV"
"2014-05-29T00:00:00.000Z",54.1,54.45,53.75,54.03,2768600,53.23,"ABBV"
"2014-05-30T00:00:00.000Z",53.98,54.43,53.89,54.33,4025600,53.52,"ABBV"
"2014-06-02T00:00:00.000Z",54.43,54.95,53.91,54.15,3635000,53.34,"ABBV"
"2014-06-03T00:00:00.000Z",54.06,54.47,53.87,54.37,3078000,53.56,"ABBV"
"2014-06-04T00:00:00.000Z",53.92,54.64,53.67,54.58,3388200,53.77,"ABBV"
"2014-06-05T00:00:00.000Z",54.55,55.32,54.36,55.3,4847300,54.48,"ABBV"
"2014-06-06T00:00:00.000Z",55.32,55.4,54.89,55.1,3449800,54.28,"ABBV"
"2014-06-09T00:00:00.000Z",54.42,54.88,53.72,53.84,6297500,53.04,"ABBV"
"2014-06-10T00:00:00.000Z",53.14,54.08,52.29,53.97,8414700,53.17,"ABBV"
"2014-06-11T00:00:00.000Z",53.85,54.7,53.75,54.23,5386800,53.42,"ABBV"
"2014-06-12T00:00:00.000Z",54.22,54.25,53.46,53.66,3941600,52.86,"ABBV"
"2014-06-13T00:00:00.000Z",53.67,54.31,53.44,54.16,4413000,53.35,"ABBV"
"2014-06-16T00:00:00.000Z",54.18,54.31,53.45,54,4410400,53.2,"ABBV"
"2014-06-17T00:00:00.000Z",54.49,54.54,53.85,54.3,3385000,53.49,"ABBV"
"2014-06-18T00:00:00.000Z",54.27,54.61,54,54.57,3337300,53.76,"ABBV"
"2014-06-19T00:00:00.000Z",54.14,54.81,53.92,54.19,3952800,53.38,"ABBV"
"2014-06-20T00:00:00.000Z",55.62,55.62,53.16,53.3,13457700,52.51,"ABBV"
"2014-06-23T00:00:00.000Z",53.76,54.4,53.54,53.75,6235600,52.95,"ABBV"
"2014-06-24T00:00:00.000Z",53.74,53.95,53.43,53.59,5483500,52.79,"ABBV"
"2014-06-25T00:00:00.000Z",53.52,55.79,53.4,55,11085100,54.18,"ABBV"
"2014-06-26T00:00:00.000Z",55.07,56.54,54.97,56.51,10716400,55.67,"ABBV"
"2014-06-27T00:00:00.000Z",56.58,56.9,56.28,56.79,7490800,55.95,"ABBV"
"2014-06-30T00:00:00.000Z",56.51,56.89,56.1,56.44,6477200,55.6,"ABBV"
"2014-07-01T00:00:00.000Z",56.42,57.2,56.17,56.89,6869800,56.04,"ABBV"
"2014-07-02T00:00:00.000Z",57.46,58.11,56.92,58.11,6198500,57.25,"ABBV"
"2014-07-03T00:00:00.000Z",57.9,58.27,57.65,58.22,3828900,57.35,"ABBV"
"2014-07-07T00:00:00.000Z",57.91,58.15,57.39,57.4,4736300,56.55,"ABBV"
"2014-07-08T00:00:00.000Z",56.68,56.97,55.48,55.69,9297300,54.86,"ABBV"
"2014-07-09T00:00:00.000Z",55.56,55.64,54.82,55.01,11516300,54.19,"ABBV"
"2014-07-10T00:00:00.000Z",54.5,55.88,54.28,55.79,7553100,54.96,"ABBV"
